3554651,-15.0,,,,,,,,,,,Found,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3554652,-10.0,1672.0,0.0,0.0,6.0,-9.0,,,0.0,0.0,100.0,Found,27.0,-300.0,Found,Found,102.0,15.0,575.0,360.0,,,,,,,,Found,Found,Mac OS X 10_9_5,chrome 66.0,24.0,1280x800,match_status:2,T,F,T,F,desktop,MacOS
3554656,-10.0,8783.0,0.0,0.0,6.0,-9.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,102.0,15.0,575.0,360.0,,,,,,,,Found,Found,,chrome 66.0,,,match_status:2,F,F,T,F,desktop,
3554657,-100.0,431422.0,0.0,0.0,2.0,-30.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,15.0,567.0,507.0,,,,,,,,Found,Found,,chrome 58.0 for android,,,,F,F,T,F,mobile,SM-J701M Build/NRD90M
3554661,-100.0,122848.0,0.0,0.0,4.0,-30.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,15.0,567.0,507.0,,,,,,,,Found,Found,,chrome 58.0 for android,,,,F,F,T,F,mobile,SM-J701M Build/NRD90M
3554662,-5.0,178918.0,,,0.0,0.0,,,,,100.0,NotFound,27.0,-300.0,New,NotFound,166.0,,370.0,280.0,,,,,,,,New,NotFound,iOS 11.3.1,google search application 49.0,32.0,2208x1242,match_status:2,T,F,T,F,mobile,iOS Device
3554666,-5.0,123912.0,,,,,,,,,100.0,NotFound,52.0,-480.0,New,NotFound,166.0,,529.0,222.0,,,,,,,,New,NotFound,Windows 10,chrome 66.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3554672,-10.0,192127.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,,266.0,305.0,,,,,,,,Found,Found,,chrome 66.0 for android,,,,F,F,T,F,mobile,SM-T113 Build/KTU84P
3554673,-100.0,148151.0,0.0,0.0,2.0,-30.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,15.0,567.0,507.0,,,,,,,,Found,Found,,chrome 58.0 for android,,,,F,F,T,F,mobile,SM-J701M Build/NRD90M
3554675,-5.0,119061.0,,,0.0,0.0,,,,,100.0,NotFound,27.0,,New,NotFound,225.0,,153.0,563.0,,,,,,,,New,NotFound,,chrome 66.0 for android,,,,F,F,T,F,mobile,LGMS550 Build/NRD90U
3554680,-5.0,380723.0,0.0,0.0,0.0,-13.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,15.0,567.0,497.0,,,,,,,,Found,Found,,chrome 66.0 for android,,,,F,F,T,F,mobile,Moto G (5) Build/NPP25.137-82
3554681,-45.0,249200.0,,,3.0,-24.0,,,,,100.0,NotFound,27.0,,New,NotFound,225.0,17.0,417.0,612.0,,,,,,,,New,NotFound,,chrome 66.0 for android,,,,F,F,T,F,mobile,PRA-LX3 Build/HUAWEIPRA-LX3
3554682,-100.0,136805.0,0.0,0.0,-6.0,-100.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,17.0,567.0,507.0,,,,,,,,Found,Found,,chrome 58.0 for android,,,,F,F,T,F,mobile,SM-J701M Build/NRD90M
