3129299,-5.0,110668.0,,,,,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,638.0,,,,,,,,New,NotFound,,edge 16.0,,,,F,F,T,T,desktop,Windows
3129301,-5.0,349735.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,315.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,
3129302,-5.0,132809.0,,,1.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,13.0,542.0,600.0,,,,,,,,New,NotFound,iOS 11.0.3,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,F,mobile,iOS Device
3129305,-5.0,224640.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,507.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3129314,-5.0,102819.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,315.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,
3129316,-5.0,380888.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,142.0,,634.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3129319,0.0,228674.0,,,0.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,266.0,325.0,,,,,,,,New,NotFound,,chrome 63.0 for android,,,,F,F,T,T,mobile,SM-J700M Build/MMB29K
3129325,-5.0,2372.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,312.0,256.0,,,,,,,,New,NotFound,Windows 10,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3129326,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3129329,-35.0,456452.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,266.0,507.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
3129333,-5.0,145593.0,,,14.0,-16.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,15.0,424.0,214.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,T,F,mobile,iOS Device
3129337,-40.0,76143.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,100.0,,332.0,314.0,,,,,,,,Found,Found,,chrome 63.0 for android,,,,F,F,T,T,mobile,FRD-L14 Build/HUAWEIFRD-L14
3129341,-5.0,68664.0,,,6.0,0.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,,621.0,611.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
3129346,-5.0,104202.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,315.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,
3129353,-20.0,99587.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,417.0,507.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
3129368,0.0,464762.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-360.0,Found,Found,225.0,,427.0,507.0,,,,,,,,Found,Found,,edge,,,,F,T,T,T,desktop,Windows
3129372,-5.0,177481.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,100.0,,332.0,314.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3129373,-5.0,90451.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,390.0,549.0,,,,,,,,New,NotFound,Windows 10,chrome 63.0,24.0,,match_status:2,T,F,T,F,desktop,Windows
3129374,0.0,119305.0,,,6.0,-1.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,15.0,352.0,277.0,,,,,,,,New,NotFound,Android 5.0,chrome generic,32.0,1920x1080,match_status:2,T,F,T,T,mobile,SAMSUNG
3129375,-5.0,100377.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,315.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,
3129383,0.0,86639.0,,,0.0,-26.0,,,,,100.0,NotFound,,,New,NotFound,225.0,13.0,266.0,507.0,,,,,,,,New,NotFound,,chrome 63.0 for android,,,,F,F,T,T,mobile,F3213 Build/36.1.A.1.86
3129385,0.0,57558.0,0.0,0.0,4.0,-1.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,15.0,352.0,277.0,,,,,,,,Found,Found,Android 5.0,chrome generic,32.0,1920x1080,match_status:2,T,F,T,T,mobile,SAMSUNG
3129388,-5.0,602930.0,,,1.0,0.0,,,,,100.0,Found,49.0,-480.0,New,NotFound,166.0,,529.0,222.0,,,,,,,,New,NotFound,Mac OS X 10_12_6,safari generic,24.0,2880x1800,match_status:2,T,F,F,F,desktop,MacOS
3129389,0.0,59444.0,0.0,0.0,4.0,-1.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,15.0,352.0,277.0,,,,,,,,Found,Found,Android 5.0,chrome generic,32.0,1920x1080,match_status:2,T,F,T,T,mobile,SAMSUNG
3129390,-10.0,142613.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,566.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3129393,-5.0,224395.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,305.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,
3129397,0.0,92252.0,0.0,0.0,-2.0,-26.0,,,0.0,0.0,100.0,NotFound,,,Found,Found,225.0,13.0,266.0,507.0,,,,,,,,Found,Found,,chrome 63.0 for android,,,,F,F,T,T,mobile,F3213 Build/36.1.A.1.86
3129398,-5.0,577781.0,,,0.0,-4.0,,,,,100.0,NotFound,49.0,,New,NotFound,225.0,,417.0,507.0,,,,,,,,New,NotFound,,mobile safari 10.0,,,,F,F,T,F,mobile,
3129399,-20.0,108004.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,153.0,563.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
3129405,0.0,169034.0,0.0,0.0,-2.0,-26.0,,,0.0,0.0,100.0,NotFound,43.0,,Found,Found,225.0,13.0,266.0,507.0,,,,,,,,Found,Found,,chrome 63.0 for android,,,,F,F,T,T,mobile,F3213 Build/36.1.A.1.86
3129407,-5.0,36333.0,0.0,0.0,0.0,-1.0,,,0.0,0.0,100.0,NotFound,52.0,-480.0,Found,Found,166.0,,341.0,222.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3129408,0.0,58450.0,0.0,0.0,1.0,-11.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,384.0,561.0,,,,,,,,Found,Found,,chrome 62.0 for android,,,,F,F,T,T,mobile,F3213 Build/36.1.A.1.86
3129412,0.0,151542.0,,,0.0,-18.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,417.0,507.0,,,,,,,,New,NotFound,,chrome 63.0 for android,,,,F,F,T,T,mobile,SM-G950U1 Build/NRD90M
3129416,-5.0,94005.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,100.0,,332.0,314.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3129420,-5.0,102189.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,,410.0,272.0,,,,,,,,New,NotFound,Mac OS X 10.13,firefox 57.0,24.0,1280x800,match_status:2,T,F,T,F,desktop,rv:57.0
3129421,-15.0,143368.0,,,2.0,-33.0,16.0,-50.0,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,12.0,317.0,222.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,442.0,161.0,Found,New,NotFound,iOS 11.1.2,mobile safari generic,32.0,1334x750,match_status:2,T,F,T,F,mobile,iOS Device
3129423,-5.0,53687.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,100.0,,332.0,314.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3129424,-90.0,288506.0,,,-1.0,-29.0,,,,,100.0,NotFound,44.0,,New,NotFound,225.0,15.0,345.0,507.0,,,,,,,,New,NotFound,,chrome 63.0 for android,,,,F,F,T,T,mobile,5056A Build/MMB29M
3129425,0.0,190982.0,,,0.0,0.0,,,,,100.0,NotFound,,-360.0,Found,NotFound,225.0,,266.0,507.0,,,,,,,,Found,NotFound,,ie 11.0 for desktop,,,,F,T,T,T,desktop,Trident/7.0
3129426,-20.0,186391.0,,,8.0,-29.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,13.0,266.0,507.0,,,,,,,,New,NotFound,,mobile safari 10.0,,,,F,F,F,F,mobile,
3129427,-5.0,328336.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,15.0,290.0,401.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,
3129430,-90.0,368647.0,0.0,0.0,0.0,-29.0,,,0.0,0.0,100.0,NotFound,43.0,,Found,Found,225.0,15.0,345.0,507.0,,,,,,,,Found,Found,,chrome 63.0 for android,,,,F,F,T,T,mobile,5056A Build/MMB29M
3129431,-15.0,197552.0,,,11.0,-33.0,,,,,100.0,NotFound,35.0,,New,NotFound,225.0,15.0,266.0,507.0,,,,,,,,New,NotFound,,samsung browser 6.2,,,,F,F,T,T,mobile,SAMSUNG SM-A520F Build/NRD90M
3129434,-5.0,136805.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,633.0,391.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1136x640,match_status:1,T,F,F,T,mobile,iOS Device
