3100497,-5.0,138174.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,,454.0,222.0,,,,,,,,New,NotFound,iOS 10.3.3,mobile safari 10.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
3100498,-5.0,81437.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,Found,NotFound,166.0,15.0,632.0,600.0,,,,,,,,Found,NotFound,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3100499,-5.0,61582.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,400.0,146.0,,,,,,,,New,NotFound,Windows 7,firefox 57.0,24.0,1360x768,match_status:2,T,F,T,T,desktop,Windows
3100500,-5.0,120434.0,,,1.0,-9.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,15.0,352.0,549.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,T,F,mobile,iOS Device
3100501,-5.0,28713.0,,,9.0,-34.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,15.0,122.0,549.0,,,,,,,,New,NotFound,iOS 10.2.0,mobile safari 10.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
3100503,-5.0,244355.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,13.0,100.0,368.0,,,,,,,,Found,Found,Windows 10,edge 16.0,24.0,2736x1824,match_status:2,T,F,T,T,desktop,Windows
3100504,0.0,555729.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-360.0,Found,Found,166.0,,621.0,611.0,,,,,,,,Found,Found,iOS 11.2.1,mobile safari 11.0,32.0,1136x640,match_status:1,T,F,T,T,mobile,iOS Device
3100505,-5.0,187609.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,595.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,
3100506,-10.0,117123.0,,,0.0,0.0,,,,,100.0,NotFound,63.0,-420.0,New,NotFound,166.0,,341.0,225.0,,,,,,,,New,NotFound,Windows Vista,,24.0,1680x1050,match_status:2,T,F,F,T,desktop,Windows
3100508,-5.0,145973.0,1.0,0.0,2.0,0.0,,,1.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,271.0,507.0,,,,,,,,Found,Found,,edge 16.0,,,,F,F,T,T,desktop,Windows
3100510,-45.0,366744.0,,,-7.0,-100.0,0.0,-34.0,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,12.0,512.0,222.0,593.0,14.0,IP_PROXY:TRANSPARENT,11.0,205.0,100.0,Found,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
3100511,-5.0,109060.0,,,1.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,307.0,484.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,2436x1125,match_status:1,T,F,F,F,mobile,iOS Device
3100512,-5.0,245423.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,100.0,,507.0,442.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
