3045231,-5.0,350915.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,13.0,149.0,439.0,,,,,,,,New,NotFound,Windows 7,chrome 63.0,24.0,1680x1050,match_status:2,T,F,T,F,desktop,Windows
3045237,-40.0,9498.0,,,16.0,-48.0,,,1.0,-29.0,95.51000213623048,NotFound,18.0,-300.0,New,NotFound,166.0,15.0,410.0,521.0,,,,,,,,Found,Found,Windows 10,ie 11.0 for tablet,24.0,,match_status:2,T,T,T,T,desktop,Trident/7.0
3045238,-5.0,130945.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,-300.0,Found,Found,166.0,,215.0,391.0,,,,,,,,Found,Found,Mac OS X 10_10_5,chrome 62.0,24.0,2560x1440,match_status:2,T,F,T,F,desktop,MacOS
3045240,-20.0,88365.0,,,0.0,-5.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,254.0,507.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
3045244,-5.0,150344.0,,,0.0,-11.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,13.0,410.0,214.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Trident/7.0
3045245,-30.0,92592.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,24.0,,Found,Found,225.0,,427.0,139.0,,,,,,,,Found,Found,,firefox 57.0,,,,F,F,T,T,desktop,rv:57.0
3045247,0.0,119235.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,41.0,-300.0,Found,Found,166.0,,529.0,256.0,,,,,,,,Found,Found,Mac OS X 10_13_2,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,MacOS
3045248,0.0,171186.0,,,10.0,-9.0,,,,,100.0,NotFound,,-480.0,New,NotFound,166.0,15.0,352.0,394.0,,,,,,,,New,NotFound,Android 7.0,chrome 56.0 for android,32.0,2672x1440,match_status:2,T,F,T,T,mobile,VS988 Build/NRD90U
3045254,-5.0,169407.0,,,1.0,0.0,,,,,100.0,NotFound,52.0,-480.0,New,NotFound,166.0,,410.0,222.0,,,,,,,,New,NotFound,Windows 10,chrome 62.0,24.0,1600x900,match_status:2,T,F,T,F,desktop,Windows
3045261,-5.0,286300.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-480.0,Found,Found,166.0,,410.0,222.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1600x900,match_status:2,T,F,T,F,desktop,Windows
3045267,-40.0,70747.0,,,13.0,-7.0,,,,,100.0,Found,18.0,-300.0,New,NotFound,166.0,12.0,410.0,489.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,T,T,T,desktop,Trident/7.0
3045269,-10.0,198095.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,507.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3045271,-5.0,607963.0,0.0,0.0,8.0,-100.0,,,0.0,0.0,100.0,NotFound,49.0,-300.0,Found,Found,166.0,17.0,410.0,222.0,,,,,,,,Found,Found,Mac OS X 10_11_6,chrome 61.0,24.0,1440x900,match_status:2,T,F,T,F,desktop,MacOS
3045276,-5.0,65789.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,127.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3045278,0.0,145167.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,153.0,325.0,,,,,,,,Found,Found,,chrome 63.0 for android,,,,F,F,T,T,mobile,LG-K530 Build/NRD90U
